k141_180370||full	1083	262	5
k141_340662||full	5793	332	7
k141_180372||full	1366	26	8
k141_40107||full	350	9	1
k141_40116||full	671	33	0
k141_220462||full	3537	77	1
k141_39||full	3289	113	8
k141_220463||full	3325	18	0
k141_180381||full	3365	214	6
k141_160345||full	3350	37	3
k141_581117||full	6928	25	3
k141_20081||full	1845	0	0
k141_460992||full	1269	0	0
k141_40129||full	2355	175	9
k141_561127||full	654	0	0
k141_380795||full	715	0	0
k141_521008||full	1813	7	3
k141_380810||full	1076	117	1
k141_80203||full	2201	244	16
k141_380819||full	2605	20	0
k141_280629||full	1272	1147	40
k141_180405||full	2416	1138	284
k141_120298||full	5046	169	5
k141_521025||full	928	9	1
k141_82||full	582	0	0
k141_100273||full	1123	142	22
k141_300721||full	502	4	0
k141_87||full	495	2	0
k141_480923||full	2671	18	0
k141_40162||full	2602	222	12
k141_480934||full	296	0	0
k141_521031||full	6164	24	0
k141_103||full	1427	1	1
k141_561165||full	4643	567	8
k141_461059||full	1954	228	28
k141_400877||full	1764	0	0
k141_121||full	3158	140	9
k141_120332||full	1131	35	2
k141_561173||full	4328	51	1
k141_521044||full	4946	85	3
k141_180433||full	1116	21	3
k141_124||full	2202	18	2
k141_360768||full	711	4	0
k141_60166||full	3402	61	1
k141_240493||full	1056	0	0
k141_521061||full	558	58	14
k141_521066||full	636	45	31
k141_360781||full	1606	1001	49
k141_260610||full	1673	74	15
k141_100301||full	637	8	0
k141_501055||full	3457	129	3
k141_160390||full	1212	8	2
k141_521083||full	1868	1590	180
k141_120335||full	24017	487	3
k141_521091||full	548	0	0
k141_60176||full	1191	24	6
k141_440949||full	1148	2	0
k141_280656||full	1301	10	0
k141_360791||full	1104	19	1
k141_180441||full	7965	423	13
k141_160402||full	2721	52	0
k141_561219||full	6898	1	1
k141_360793||full	1542	31	15
k141_160404||full	3510	63	9
k141_461094||full	3968	14	0
k141_501091||full	1258	14	0
k141_60196||full	1037	21	1
k141_220588||full	3648	20	0
k141_172||full	2331	386	6
k141_420881||full	2185	0	0
k141_60206||full	825	57	2
k141_360819||full	4774	249	29
k141_160426||full	1829	56	5
k141_60211||full	1310	759	35
k141_320917||full	2446	476	45
k141_120362||full	697	34	2
k141_185||full	645	0	0
k141_260638||full	8764	51	1
k141_260641||full	854	115	9
k141_20189||full	1329	13	5
k141_360847||full	1064	2	0
k141_160452||full	3412	216	6
k141_480992||full	1204	7	1
k141_220649||full	3071	12	0
k141_521186||full	1394	1	1
k141_200425||full	1156	164	0
k141_280741||full	2210	9	0
k141_521188||full	2120	172	20
k141_320937||full	3680	81	3
k141_240610||full	2587	84	0
k141_140434||full	2467	426	27
k141_200427||full	1083	16	4
k141_320939||full	9527	379	95
k141_260703||full	872	0	0
k141_40173||full	3635	4	0
k141_300851||full	755	0	0
k141_241||full	1591	56	0
k141_40178||full	4504	112	0
k141_160464||full	1023	47	11
k141_481019||full	939	2	2
k141_441000||full	1762	0	0
k141_461118||full	799	131	12
k141_420965||full	918	12	4
k141_380982||full	811	0	0
k141_380985||full	1135	6	2
k141_561291||full	1202	0	0
k141_481034||full	607	1	1
k141_360933||full	1357	55	2
k141_541194||full	2844	2	0
k141_420984||full	871	6	0
k141_200474||full	9967	735	20
k141_541212||full	1617	48	0
k141_421013||full	4188	338	8
k141_200485||full	6622	619	169
k141_120379||full	4880	1394	359
k141_180507||full	4962	78	2
k141_100371||full	684	7	3
k141_220756||full	3249	21	0
k141_20255||full	3442	22	0
k141_381088||full	2659	185	3
k141_561325||full	881	6	0
k141_541242||full	2002	54	2
k141_240702||full	1786	71	0
k141_80219||full	2783	12	0
k141_120389||full	1510	20	0
k141_280873||full	1141	11	2
k141_20273||full	646	4	0
k141_280887||full	698	2	0
k141_200507||full	2206	12	0
k141_180536||full	979	66	26
k141_581232||full	3477	81	3
k141_381106||full	2238	900	129
k141_200520||full	1198	0	0
k141_220765||full	1510	147	24
k141_300904||full	5290	38	0
k141_20277||full	6623	97	18
k141_581243||full	1459	156	8
k141_60241||full	1223	0	0
k141_561350||full	2464	142	10
k141_501207||full	1341	36	2
k141_521270||full	548	42	14
k141_441039||full	1285	33	8
k141_40197||full	721	87	1
k141_521276||full	3191	25	1
k141_461150||full	1395	704	173
k141_305||full	6516	15	2
k141_340842||full	1484	15	1
k141_441040||full	5778	87	19
k141_240735||full	1324	11	1
k141_481122||full	3126	60	0
k141_541276||full	4036	127	13
k141_140500||full	2528	448	70
k141_481126||full	794	2	0
k141_100416||full	490	0	0
k141_361044||full	4258	17	1
k141_240742||full	1716	1319	361
k141_280939||full	5628	406	16
k141_501225||full	1193	10	1
k141_80256||full	902	22	0
k141_140508||full	2323	403	4
k141_521302||full	2734	0	0
k141_461156||full	2181	1058	211
k141_200527||full	1289	328	15
k141_80261||full	1357	896	72
k141_361057||full	1994	51	1
k141_361061||full	1081	136	44
k141_481159||full	2370	2	0
k141_541293||full	2196	731	39
k141_40239||full	1118	854	147
k141_581286||full	1021	0	0
k141_100429||full	7012	200	6
k141_441057||full	1175	92	13
k141_260859||full	1122	44	0
k141_220793||full	2882	196	56
k141_280956||full	2800	50	2
k141_80268||full	5278	13	1
k141_401167||full	3167	93	14
k141_561412||full	949	189	16
k141_80269||full	1650	13	1
k141_280958||full	1679	188	18
k141_260866||full	3383	1783	112
k141_260867||full	369	7	5
k141_40251||full	4911	0	0
k141_541302||full	1842	159	2
k141_361076||full	3021	3413	7
k141_140517||full	438	4	0
k141_421161||full	2684	0	0
k141_541308||full	2855	21	3
k141_361082||full	1019	11	1
k141_381117||full	2447	20	0
k141_260884||full	1545	21	1
k141_260888||full	1211	386	2
k141_581304||full	6930	1660	43
k141_220806||full	640	2	2
k141_347||full	1333	158	19
k141_461199||full	2515	19	0
k141_140531||full	3421	259	9
k141_421174||full	1291	0	0
k141_366||full	1240	9	1
k141_300984||full	1242	47	13
k141_200562||full	2421	534	26
k141_441085||full	1172	0	0
k141_401193||full	760	2	0
k141_200565||full	828	4	0
k141_361109||full	4583	25	1
k141_300985||full	5466	44	0
k141_200567||full	2229	279	42
k141_441096||full	1308	24	0
k141_369||full	1284	8	0
k141_421186||full	1153	1281	189
k141_321054||full	591	0	0
k141_374||full	439	0	0
k141_281001||full	870	0	0
k141_100454||full	26592	5484	59
k141_160547||full	649	6	4
k141_340883||full	1135	10	0
k141_260921||full	1082	10	2
k141_300995||full	1183	42	6
k141_376||full	8188	1664	149
k141_421193||full	5774	5	1
k141_20312||full	2217	19	3
k141_401215||full	800	5	1
k141_240886||full	1189	48	2
k141_521346||full	1196	10	0
k141_160558||full	1604	0	0
k141_541362||full	1289	20	0
k141_301010||full	1216	1	1
k141_421211||full	572	23	5
k141_240895||full	1793	34	0
k141_301016||full	1155	1	1
k141_581320||full	984	0	0
k141_501305||full	25628	42	0
k141_321097||full	1327	0	0
k141_140574||full	649	0	0
k141_40294||full	1507	349	0
k141_398||full	1745	596	50
k141_401219||full	312	1	0
k141_40298||full	3845	662	85
k141_40304||full	2101	14	0
k141_100489||full	2398	457	84
k141_260980||full	1058	22	15
k141_521375||full	1340	5	1
k141_421253||full	3939	103	12
k141_260995||full	523	83	0
k141_220889||full	1176	84	11
k141_581345||full	1229	71	5
k141_581349||full	1814	49	3
k141_481272||full	522	9	3
k141_40320||full	1086	14	2
k141_340909||full	1041	18	2
k141_100516||full	918	5	3
k141_541430||full	1331	10	0
k141_441156||full	1946	48	4
k141_80324||full	10628	0	0
k141_240953||full	1028	10	0
k141_80330||full	726	145	2
k141_581365||full	1654	10	0
k141_581369||full	552	2	0
k141_281117||full	2721	12	0
k141_340914||full	2098	0	0
k141_401241||full	1099	4	0
k141_441194||full	2008	13	2
k141_401254||full	262	13	1
k141_120466||full	10855	81	1
k141_501353||full	1021	112	35
k141_281141||full	2648	205	28
k141_381232||full	796	19	0
k141_421310||full	1314	4	0
k141_521423||full	2049	8	2
k141_100547||full	1362	64	9
k141_301083||full	1670	4	0
k141_281149||full	8346	107	5
k141_501385||full	1085	232	34
k141_281158||full	1427	98	16
k141_40353||full	2468	144	0
k141_140649||full	2255	36	9
k141_421344||full	2256	1242	114
k141_261065||full	1069	4	0
k141_40368||full	2393	4	0
k141_120497||full	1204	89	24
k141_481341||full	4463	1462	134
k141_301109||full	1346	52	0
k141_40372||full	3384	54	2
k141_561498||full	2655	99	11
k141_461396||full	2228	355	53
k141_361160||full	854	125	17
k141_220912||full	2112	143	3
k141_461400||full	638	10	2
k141_40375||full	6184	825	22
k141_120505||full	11118	362	69
k141_20360||full	4971	421	84
k141_40378||full	1034	0	0
k141_581392||full	2769	8	0
k141_180566||full	1535	2	0
k141_220916||full	1905	156	88
k141_20366||full	2202	2190	129
k141_120537||full	1220	88	8
k141_261106||full	866	2	0
k141_180574||full	3420	83	0
k141_461437||full	2055	81	5
k141_40410||full	2625	1638	109
k141_261110||full	2996	224	11
k141_200657||full	1200	38	4
k141_561528||full	1484	1134	153
k141_200663||full	1300	3	1
k141_461452||full	1445	22	2
k141_60284||full	529	0	0
k141_501447||full	2551	17	1
k141_461454||full	2339	4	0
k141_60285||full	2703	614	25
k141_220941||full	1469	179	16
k141_120540||full	17056	150	0
k141_241014||full	1656	320	24
k141_526||full	677	2	0
k141_529||full	1721	57	23
k141_381347||full	953	4	0
k141_561534||full	13145	105	1
k141_120551||full	1753	36	13
k141_321237||full	938	8	0
k141_321238||full	722	44	2
k141_241031||full	659	2	0
k141_401277||full	1005	54	5
k141_561549||full	692	4	0
k141_120568||full	1316	8	0
k141_80363||full	25139	2213	54
k141_481412||full	5165	2454	83
k141_561558||full	911	152	12
k141_401281||full	4585	2566	7
k141_441246||full	2247	446	244
k141_120586||full	2172	604	23
k141_301181||full	2568	29	6
k141_281235||full	3727	47	4
k141_461517||full	1009	102	15
k141_220967||full	1390	169	73
k141_521437||full	3841	58	0
k141_200695||full	2090	11	1
k141_40455||full	2851	265	15
k141_40468||full	1558	266	59
k141_401304||full	2021	149	19
k141_241054||full	2562	20	0
k141_361277||full	479	243	0
k141_160652||full	4019	679	37
k141_281273||full	867	8	0
k141_361282||full	630	126	0
k141_461568||full	883	108	29
k141_40491||full	734	2	0
k141_301225||full	2493	319	27
k141_341131||full	646	178	37
k141_40495||full	3093	91	21
k141_341136||full	1476	388	73
k141_301235||full	263	11	0
k141_180638||full	5799	450	21
k141_241081||full	2604	16	1
k141_221008||full	1005	0	0
k141_200714||full	1062	4	0
k141_200715||full	1133	0	0
k141_361312||full	1702	808	114
k141_241097||full	1053	2	0
k141_200724||full	1897	157	52
k141_160688||full	9625	206	27
k141_401375||full	2401	4	0
k141_120622||full	2059	0	0
k141_401388||full	1571	7	1
k141_541458||full	3994	257	23
k141_281343||full	1406	19	1
k141_241133||full	2881	201	6
k141_593||full	1598	2	0
k141_321246||full	95924	7231	28
k141_341170||full	2275	43	3
k141_596||full	2798	251	10
k141_541477||full	3432	12	0
k141_261171||full	3694	1251	146
k141_261183||full	1458	2	0
k141_581416||full	20165	4768	28
k141_160712||full	1170	48	12
k141_180658||full	1359	4	0
k141_160716||full	4587	0	0
k141_261191||full	2860	188	12
k141_421420||full	2039	141	37
k141_80416||full	1518	157	43
k141_421431||full	681	51	16
k141_200736||full	11511	40	2
k141_261196||full	2744	10	0
k141_361352||full	1344	0	0
k141_541508||full	829	5	1
k141_541509||full	1781	2	0
k141_581436||full	1009	14	2
k141_561602||full	702	0	0
k141_160728||full	1737	100	22
